Date,OpenPrice,ClosePrice,High,Low
2000-01-03,6024,5917,6102,5902
2000-01-04,5922,5672,5925,5657
2000-01-05,5522,5480,5590,5462
2000-01-06,5486,5450,5530,5389
2000-01-07,5509,5540,5562,5425
2000-01-10,5626,5646,5717,5617
2000-01-11,5634,5614,5717,5572
2000-01-12,5541,5583,5629,5537
2000-01-13,5585,5633,5682,5579
2000-01-14,5669,5787,5804,5665
2000-01-17,5835,5843,5857,5740
2000-01-18,5734,5673,5858,5670
2000-01-19,5665,5649,5668,5590
2000-01-20,5713,5710,5728,5660
2000-01-21,5656,5681,5738,5631
2000-01-24,5687,5691,5778,5681
2000-01-25,5601,5598,5655,5590
2000-01-26,5637,5646,5687,5619
2000-01-27,5686,5688,5728,5625
2000-01-28,5743,5731,5813,5696
2000-01-31,5678,5660,5708,5626
2000-02-01,5759,5773,5798,5705
2000-02-02,5814,5947,5956,5811
2000-02-03,6026,6150,6150,5979
2000-02-04,6197,6276,6312,6193
2000-02-07,6276,6204,6337,6204
2000-02-08,6252,6298,6396,6233
2000-02-09,6391,6272,6397,6240
2000-02-10,6213,6208,6251,6169
2000-02-11,6263,6287,6324,6148
2000-02-14,6242,6268,6271,6192
2000-02-15,6286,6093,6330,6077
2000-02-16,6154,6046,6178,5998
2000-02-17,6040,6155,6223,6027
2000-02-18,6166,6063,6184,6044
2000-02-21,5979,5967,5994,5928
2000-02-22,5987,5963,6066,5921
2000-02-23,6039,6031,6064,5992
2000-02-24,6106,6079,6178,6070
2000-02-25,6172,6189,6203,6123
2000-02-28,6181,6103,6230,6032
2000-02-29,6167,6191,6264,6147
2000-03-01,6272,6256,6284,6185
2000-03-02,6319,6478,6479,6276
2000-03-03,6448,6514,6556,6433
2000-03-06,6555,6546,6590,6529
2000-03-07,6507,6442,6589,6437
2000-03-08,6367,6345,6439,6333
2000-03-09,6429,6423,6448,6359
2000-03-10,6543,6510,6561,6465
2000-03-13,6477,6337,6484,6254
2000-03-14,6331,6350,6377,6272
2000-03-15,6243,6189,6250,6144
2000-03-16,6218,6259,6336,6217
2000-03-17,6440,6304,6447,6282
2000-03-20,6328,6353,6418,6319
2000-03-21,6320,6321,6335,6254
2000-03-22,6401,6279,6461,6270
2000-03-23,6313,6268,6337,6177
2000-03-24,6345,6364,6368,6283
2000-03-27,6410,6451,6460,6369
2000-03-28,6428,6524,6584,6424
2000-03-29,6496,6505,6568,6487
2000-03-30,6454,6314,6455,6290
2000-03-31,6242,6286,6360,6167
2000-04-03,6195,6130,6371,6083
2000-04-04,6204,6222,6250,6140
2000-04-05,6190,6037,6216,5914
2000-04-06,6149,6224,6243,6093
2000-04-07,6315,6308,6348,6208
2000-04-10,6394,6365,6430,6351
2000-04-11,6254,6261,6317,6202
2000-04-12,6304,6239,6326,6191
2000-04-13,6110,6264,6287,6073
2000-04-14,6226,6066,6254,6050
2000-04-17,5773,6061,6083,5752
2000-04-18,6164,6147,6176,5986
2000-04-19,6192,6142,6207,6125
2000-04-20,6205,6235,6259,6193
2000-04-25,6176,6320,6325,6170
2000-04-26,6394,6391,6462,6381
2000-04-27,6277,6248,6397,6185
2000-04-28,6378,6420,6457,6306
2000-05-02,6489,6562,6566,6478
2000-05-03,6496,6436,6544,6420
2000-05-04,6466,6492,6505,6400
2000-05-05,6508,6546,6575,6430
2000-05-08,6564,6514,6591,6476
2000-05-09,6468,6370,6507,6353
2000-05-10,6363,6263,6434,6256
2000-05-11,6204,6380,6389,6162
2000-05-12,6419,6449,6482,6375
2000-05-15,6422,6392,6466,6392
2000-05-16,6461,6557,6572,6454
2000-05-17,6535,6453,6539,6433
2000-05-18,6423,6452,6496,6418
2000-05-19,6425,6196,6428,6187
2000-05-22,6184,6094,6249,6030
2000-05-23,6154,6149,6206,6084
2000-05-24,6038,6027,6083,6005
2000-05-25,6136,6130,6180,6109
2000-05-26,6052,6129,6166,6018
2000-05-29,6186,6205,6237,6182
2000-05-30,6247,6325,6336,6201
2000-05-31,6380,6426,6444,6337
2000-06-01,6428,6600,6603,6427
2000-06-02,6565,6674,6781,6556
2000-06-05,6679,6656,6684,6595
2000-06-06,6613,6590,6697,6572
2000-06-07,6552,6499,6562,6457
2000-06-08,6534,6524,6603,6462
2000-06-09,6523,6549,6590,6506
2000-06-13,6511,6533,6597,6466
2000-06-14,6571,6608,6630,6500
2000-06-15,6598,6513,6622,6506
2000-06-16,6500,6456,6589,6456
2000-06-19,6436,6505,6522,6436
2000-06-20,6570,6555,6592,6536
2000-06-21,6537,6491,6573,6461
2000-06-22,6514,6475,6549,6458
2000-06-23,6439,6545,6549,6418
2000-06-26,6549,6586,6611,6525
2000-06-27,6631,6583,6635,6516
2000-06-28,6551,6608,6613,6510
2000-06-29,6618,6401,6631,6401
2000-06-30,6430,6447,6497,6392
2000-07-03,6462,6508,6508,6414
2000-07-04,6501,6495,6504,6459
2000-07-05,6503,6463,6573,6431
2000-07-06,6434,6454,6466,6393
2000-07-07,6472,6566,6568,6446
2000-07-10,6521,6487,6588,6487
2000-07-11,6475,6490,6512,6423
2000-07-12,6506,6537,6556,6490
2000-07-13,6547,6570,6588,6492
2000-07-14,6570,6570,6570,6570
2000-07-17,6605,6619,6631,6583
2000-07-18,6550,6515,6621,6515
2000-07-19,6543,6495,6558,6486
2000-07-20,6499,6564,6567,6484
2000-07-21,6545,6464,6578,6451
2000-07-24,6474,6503,6540,6444
2000-07-25,6577,6464,6577,6459
2000-07-26,6498,6493,6533,6467
2000-07-27,6515,6512,6582,6465
2000-07-28,6508,6416,6536,6396
2000-07-31,6413,6542,6542,6375
2000-08-01,6525,6532,6569,6508
2000-08-02,6539,6530,6573,6474
2000-08-03,6465,6355,6487,6355
2000-08-04,6424,6461,6479,6391
2000-08-07,6462,6519,6537,6448
2000-08-08,6519,6532,6573,6492
2000-08-09,6555,6570,6619,6554
2000-08-10,6565,6563,6611,6540
2000-08-11,6570,6553,6581,6514
2000-08-14,6613,6609,6626,6555
2000-08-15,6646,6637,6677,6605
2000-08-16,6667,6684,6711,6646
2000-08-17,6712,6635,6712,6601
2000-08-18,6640,6594,6650,6588
2000-08-21,6560,6572,6615,6530
2000-08-22,6599,6514,6605,6514
2000-08-23,6540,6502,6553,6450
2000-08-24,6513,6462,6523,6455
2000-08-25,6562,6595,6602,6489
2000-08-28,6599,6615,6639,6571
2000-08-29,6609,6634,6643,6562
2000-08-30,6627,6635,6698,6588
2000-08-31,6636,6625,6669,6562
2000-09-01,6769,6814,6844,6649
2000-09-04,6823,6922,6945,6823
2000-09-05,6874,6857,6928,6839
2000-09-06,6836,6797,6873,6795
2000-09-07,6781,6834,6848,6769
2000-09-08,6814,6703,6845,6693
2000-09-11,6723,6675,6736,6651
2000-09-12,6639,6698,6714,6621
2000-09-13,6697,6569,6729,6565
2000-09-14,6606,6638,6683,6591
2000-09-15,6621,6615,6633,6570
2000-09-18,6562,6522,6584,6471
2000-09-19,6483,6530,6535,6468
2000-09-20,6457,6405,6570,6396
2000-09-21,6414,6255,6447,6216
2000-09-22,6111,6259,6260,6085
2000-09-25,6344,6336,6347,6276
2000-09-26,6297,6294,6349,6277
2000-09-27,6259,6320,6372,6234
2000-09-28,6359,6311,6371,6254
2000-09-29,6291,6267,6367,6249
2000-10-02,6298,6349,6384,6160
2000-10-03,6315,6400,6435,6305
2000-10-04,6367,6296,6389,6285
2000-10-05,6318,6335,6370,6305
2000-10-06,6323,6258,6356,6229
2000-10-09,6220,6110,6228,6083
2000-10-10,6167,6143,6185,6115
2000-10-11,6063,5956,6096,5948
2000-10-12,6025,5991,6077,5848
2000-10-13,5907,6064,6064,5828
2000-10-16,6096,6088,6157,6044
2000-10-17,6097,6067,6152,6067
2000-10-18,5998,5937,6012,5834
2000-10-19,6013,6066,6071,5965
2000-10-20,6109,6149,6183,6052
2000-10-23,6123,6182,6204,6120
2000-10-24,6194,6324,6324,6151
2000-10-25,6246,6278,6301,6188
2000-10-26,6200,6208,6297,6186
2000-10-27,6275,6269,6320,6226
2000-10-30,6232,6297,6297,6231
2000-10-31,6347,6398,6400,6321
2000-11-01,6396,6409,6433,6347
2000-11-02,6419,6400,6441,6383
2000-11-03,6428,6399,6445,6372
2000-11-06,6386,6352,6456,6349
2000-11-07,6394,6386,6395,6330
2000-11-08,6424,6336,6453,6332
2000-11-09,6292,6271,6331,6237
2000-11-10,6262,6147,6306,6138
2000-11-13,6105,6038,6133,5997
2000-11-14,6082,6226,6240,6073
2000-11-15,6223,6302,6313,6197
2000-11-16,6290,6283,6291,6221
2000-11-17,6222,6162,6273,6162
2000-11-20,6173,6022,6195,6006
2000-11-21,6021,6081,6117,6013
2000-11-22,6043,5945,6050,5937
2000-11-23,5950,6053,6055,5933
2000-11-24,6048,6146,6163,5989
2000-11-27,6199,6171,6254,6167
2000-11-28,6145,6069,6173,6055
2000-11-29,6013,6061,6092,5979
2000-11-30,5993,5928,6016,5894
2000-12-01,5942,5929,6023,5915
2000-12-04,5829,5792,5932,5763
2000-12-05,5942,5995,5995,5837
2000-12-06,6085,5985,6109,5967
2000-12-07,5917,5985,6021,5901
2000-12-08,6003,5939,6103,5937
2000-12-11,6058,6078,6090,6007
2000-12-12,6072,6048,6104,6027
2000-12-13,6097,5962,6126,5942
2000-12-14,5919,5906,5939,5846
2000-12-15,5855,5840,5885,5819
2000-12-18,5893,5887,5938,5854
2000-12-19,5927,5959,5972,5850
2000-12-20,5868,5766,5902,5749
2000-12-21,5705,5759,5810,5674
2000-12-22,5773,5784,5805,5735
2000-12-25,5773,5784,5805,5735
2000-12-26,5773,5784,5805,5735
2000-12-27,5836,5857,5874,5776
2000-12-28,5881,5921,5925,5878
2000-12-29,5932,5926,5981,5895
2001-01-01,5932,5926,5981,5895
2001-01-02,5843,5799,5954,5775
2001-01-03,5694,5684,5765,5631
2001-01-04,5817,5816,5884,5765
2001-01-05,5799,5758,5862,5733
2001-01-08,5716,5733,5758,5695
2001-01-09,5779,5663,5793,5628
2001-01-10,5672,5653,5686,5604
2001-01-11,5663,5703,5703,5632
2001-01-12,5739,5834,5842,5739
2001-01-15,5811,5833,5854,5796
2001-01-16,5829,5762,5838,5749
2001-01-17,5868,5884,5908,5812
2001-01-18,5868,5860,5919,5838
2001-01-19,5916,5846,5963,5840
2001-01-22,5845,5883,5901,5806
2001-01-23,5815,5840,5851,5804
2001-01-24,5898,5900,5925,5863
2001-01-25,5861,5935,5960,5851
2001-01-26,5900,5926,5935,5839
2001-01-29,5930,5888,5935,5874
2001-01-30,5896,5917,5948,5860
2001-01-31,5933,5998,5999,5914
2001-02-01,5936,5900,5970,5871
2001-02-02,5921,5826,5934,5824
2001-02-05,5796,5823,5839,5785
2001-02-06,5832,5852,5859,5801
2001-02-07,5764,5752,5796,5745
2001-02-08,5771,5773,5816,5753
2001-02-09,5765,5712,5773,5702
2001-02-12,5746,5759,5778,5702
2001-02-13,5790,5739,5791,5720
2001-02-14,5702,5644,5704,5631
2001-02-15,5665,5705,5709,5629
2001-02-16,5651,5595,5662,5583
2001-02-19,5589,5585,5610,5572
2001-02-20,5593,5549,5640,5516
2001-02-21,5517,5474,5539,5433
2001-02-22,5437,5452,5510,5410
2001-02-23,5456,5323,5466,5303
2001-02-26,5373,5415,5430,5342
2001-02-27,5440,5438,5451,5380
2001-02-28,5391,5367,5444,5340
2001-03-01,5334,5341,5348,5260
2001-03-02,5329,5292,5366,5260
2001-03-05,5325,5369,5373,5275
2001-03-06,5401,5457,5469,5383
2001-03-07,5429,5484,5490,5398
2001-03-08,5471,5439,5507,5411
2001-03-09,5394,5369,5423,5342
2001-03-12,5260,5242,5320,5217
2001-03-13,5158,5187,5224,5155
2001-03-14,5105,5116,5235,4965
2001-03-15,5147,5178,5180,5061
2001-03-16,5127,5105,5186,5091
2001-03-19,5100,5049,5171,5035
2001-03-20,5115,5138,5146,5093
2001-03-21,5051,5024,5063,4977
2001-03-22,4992,4825,5001,4804
2001-03-23,4922,4951,4969,4912
2001-03-26,5004,5125,5127,4983
2001-03-27,5104,5236,5236,5080
2001-03-28,5165,5150,5226,5119
2001-03-29,5072,5158,5163,5029
2001-03-30,5132,5180,5234,5132
2001-04-02,5178,5210,5210,5112
2001-04-03,5048,5004,5149,4990
2001-04-04,4946,5072,5086,4873
2001-04-05,5104,5159,5197,5085
2001-04-06,5232,5140,5233,5087
2001-04-09,5107,5183,5217,5102
2001-04-10,5214,5331,5336,5192
2001-04-11,5346,5362,5404,5310
2001-04-12,5360,5373,5403,5330
2001-04-17,5271,5341,5362,5217
2001-04-18,5429,5505,5534,5416
2001-04-19,5531,5480,5532,5437
2001-04-20,5483,5449,5531,5431
2001-04-23,5424,5397,5433,5371
2001-04-24,5400,5424,5488,5391
2001-04-25,5415,5408,5425,5375
2001-04-26,5411,5482,5492,5374
2001-04-27,5462,5576,5607,5445
2001-04-30,5580,5640,5653,5571
2001-05-02,5661,5573,5670,5571
2001-05-03,5606,5457,5614,5457
2001-05-04,5465,5456,5503,5378
2001-05-07,5494,5499,5559,5461
2001-05-08,5494,5517,5559,5461
2001-05-09,5487,5492,5497,5441
2001-05-10,5482,5606,5625,5481
2001-05-11,5581,5567,5608,5550
2001-05-14,5523,5488,5534,5470
2001-05-15,5514,5544,5545,5462
2001-05-16,5503,5523,5524,5433
2001-05-17,5607,5593,5633,5570
2001-05-18,5647,5638,5661,5585
2001-05-21,5647,5638,5661,5585
2001-05-22,5688,5693,5729,5676
2001-05-23,5664,5631,5689,5631
2001-05-24,5619,5656,5680,5615
2001-05-25,5651,5582,5661,5568
2001-05-28,5585,5606,5644,5576
2001-05-29,5589,5542,5631,5538
2001-05-30,5534,5444,5539,5440
2001-05-31,5453,5454,5471,5388
2001-06-01,5453,5454,5471,5388
2001-06-05,5474,5516,5518,5455
2001-06-06,5535,5496,5547,5491
2001-06-07,5474,5453,5501,5432
2001-06-08,5479,5440,5538,5440
2001-06-11,5432,5418,5479,5414
2001-06-12,5418,5312,5431,5300
2001-06-13,5341,5354,5369,5334
2001-06-14,5305,5297,5322,5277
2001-06-15,5259,5244,5283,5192
2001-06-18,5226,5160,5245,5160
2001-06-19,5203,5199,5248,5160
2001-06-20,5156,5170,5182,5115
2001-06-21,5204,5135,5212,5122
2001-06-22,5163,5184,5213,5150
2001-06-25,5145,5213,5231,5145
2001-06-26,5124,5091,5204,5077
2001-06-27,5100,5058,5111,5053
2001-06-28,5055,5134,5135,4968
2001-06-29,5139,5225,5225,5123
2001-07-02,5216,5297,5300,5187
2001-07-03,5270,5206,5273,5206
2001-07-04,5178,5175,5220,5140
2001-07-05,5116,5124,5149,5096
2001-07-06,5026,4999,5086,4992
2001-07-09,5009,5027,5040,4903
2001-07-10,5014,4973,5067,4960
2001-07-11,4918,4915,4958,4881
2001-07-12,4996,4961,5010,4948
2001-07-13,5001,5025,5029,4933
2001-07-16,4999,5023,5026,4991
2001-07-17,4973,4979,4995,4957
2001-07-18,4905,4868,4982,4865
2001-07-19,4888,4930,4930,4826
2001-07-20,4881,4881,4894,4842
2001-07-23,4862,4912,4961,4852
2001-07-24,4886,4856,4913,4854
2001-07-25,4865,4773,4888,4773
2001-07-26,4843,4842,4854,4790
2001-07-27,4873,4967,4968,4872
2001-07-30,4982,5034,5054,4946
2001-07-31,5023,5086,5095,4996
2001-08-01,5074,5112,5125,5069
2001-08-02,5122,5089,5204,5083
2001-08-03,5078,5031,5093,5019
2001-08-06,5018,5066,5097,5009
2001-08-07,5039,5052,5063,4974
2001-08-08,5035,4986,5039,4965
2001-08-09,4928,4888,4934,4872
2001-08-10,4914,4846,4962,4822
2001-08-13,4904,4920,4926,4830
2001-08-14,4946,4963,5003,4942
2001-08-15,4949,4934,4974,4924
2001-08-16,4934,4934,4934,4934
2001-08-17,4906,4777,4927,4753
2001-08-20,4771,4791,4818,4725
2001-08-21,4807,4835,4836,4777
2001-08-22,4822,4812,4891,4769
2001-08-23,4835,4810,4842,4775
2001-08-24,4831,4917,4920,4822
2001-08-27,4917,4906,4964,4899
2001-08-28,4892,4816,4941,4793
2001-08-29,4792,4835,4870,4766
2001-08-30,4827,4704,4863,4698
2001-08-31,4688,4689,4723,4668
2001-09-03,4679,4630,4710,4585
2001-09-04,4697,4674,4708,4576
2001-09-05,4627,4572,4644,4564
2001-09-06,4522,4481,4615,4471
2001-09-07,4485,4414,4508,4397
2001-09-10,4372,4384,4427,4252
2001-09-11,4412,4060,4479,4059
2001-09-12,3869,4114,4183,3858
2001-09-13,4090,4114,4144,4041
2001-09-14,4124,3909,4175,3907
2001-09-17,3861,4015,4025,3784
2001-09-18,3947,3970,3979,3891
2001-09-19,3955,3889,4015,3874
2001-09-20,3879,3738,3914,3714
2001-09-21,3674,3653,3733,3463
2001-09-24,3813,3861,3861,3717
2001-09-25,3796,3903,3948,3769
2001-09-26,3882,3976,4013,3836
2001-09-27,3947,4013,4013,3928
2001-09-28,4078,4079,4118,4041
2001-10-01,4097,4005,4098,3979
2001-10-02,4018,4045,4045,3914
2001-10-03,3995,4024,4030,3930
2001-10-04,4111,4196,4196,4094
2001-10-05,4137,4165,4233,4116
2001-10-08,4103,4172,4172,4031
2001-10-09,4149,4177,4217,4124
2001-10-10,4145,4319,4319,4132
2001-10-11,4328,4331,4408,4312
2001-10-12,4372,4337,4381,4284
2001-10-15,4295,4214,4301,4197
2001-10-16,4220,4308,4308,4193
2001-10-17,4380,4412,4458,4363
2001-10-18,4308,4338,4359,4291
2001-10-19,4311,4265,4348,4228
2001-10-22,4282,4341,4345,4243
2001-10-23,4385,4456,4456,4377
2001-10-24,4421,4486,4536,4394
2001-10-25,4492,4378,4546,4363
2001-10-26,4444,4479,4483,4419
2001-10-29,4410,4383,4464,4383
2001-10-30,4315,4252,4327,4236
2001-10-31,4238,4341,4391,4202
2001-11-01,4325,4367,4367,4277
2001-11-02,4388,4369,4419,4339
2001-11-05,4392,4485,4489,4390
2001-11-06,4501,4462,4532,4438
2001-11-07,4492,4493,4518,4411
2001-11-08,4495,4573,4589,4482
2001-11-09,4517,4514,4566,4508
2001-11-12,4512,4377,4517,4330
2001-11-13,4526,4566,4571,4441
2001-11-14,4573,4575,4644,4541
2001-11-15,4607,4577,4643,4531
2001-11-16,4592,4587,4605,4545
2001-11-19,4621,4660,4686,4601
2001-11-20,4618,4594,4685,4574
2001-11-21,4549,4557,4616,4544
2001-11-22,4569,4600,4616,4564
2001-11-23,4617,4574,4634,4536
2001-11-26,4621,4564,4640,4561
2001-11-27,4589,4486,4596,4475
2001-11-28,4469,4446,4512,4433
2001-11-29,4407,4446,4481,4393
2001-11-30,4473,4476,4513,4453
2001-12-03,4440,4464,4464,4401
2001-12-04,4473,4529,4529,4464
2001-12-05,4580,4678,4687,4572
2001-12-06,4696,4679,4735,4641
2001-12-07,4664,4643,4680,4631
2001-12-10,4615,4556,4619,4549
2001-12-11,4535,4552,4580,4510
2001-12-12,4568,4511,4588,4506
2001-12-13,4506,4411,4529,4397
2001-12-14,4379,4340,4411,4340
2001-12-17,4366,4485,4495,4329
2001-12-18,4471,4480,4516,4452
2001-12-19,4466,4468,4500,4425
2001-12-20,4437,4427,4477,4415
2001-12-21,4392,4499,4511,4377
2001-12-24,4487,4502,4510,4471
2001-12-27,4524,4591,4594,4505
2001-12-28,4604,4625,4630,4582
2001-12-31,4603.81,4624.58,4630.19,4582.29
2002-01-02,4618,4580,4641,4568
2002-01-03,4627,4681,4692,4609
2002-01-04,4703,4683,4720,4663
2002-01-07,4673,4616,4707,4611
2002-01-08,4594,4568,4632,4560
2002-01-09,4579,4587,4593,4526
2002-01-10,4552,4516,4573,4515
2002-01-11,4533,4555,4584,4516
2002-01-14,4526,4454,4531,4448
2002-01-15,4438,4518,4519,4419
2002-01-16,4482,4426,4484,4422
2002-01-17,4466,4476,4489,4432
2002-01-18,4441,4449,4467,4430
2002-01-21,4438,4424,4440,4386
2002-01-22,4425,4447,4493,4408
2002-01-23,4409,4451,4453,4402
2002-01-24,4483,4508,4527,4471
2002-01-25,4480,4484,4510,4446
2002-01-28,4499,4541,4558,4497
2002-01-29,4540,4476,4563,4476
2002-01-30,4426,4407,4443,4386
2002-01-31,4464,4462,4483,4438
2002-02-01,4484,4458,4500,4454
2002-02-04,4414,4398,4459,4385
2002-02-05,4346,4308,4370,4277
2002-02-06,4307,4274,4332,4250
2002-02-07,4254,4296,4310,4228
2002-02-08,4273,4299,4320,4262
2002-02-11,4341,4353,4368,4330
2002-02-12,4375,4338,4399,4320
2002-02-13,4340,4364,4376,4307
2002-02-14,4388,4429,4435,4364
2002-02-15,4398,4377,4426,4376
2002-02-18,4352,4347,4377,4347
2002-02-19,4278,4256,4323,4256
2002-02-20,4249,4239,4279,4210
2002-02-21,4298,4287,4317,4265
2002-02-22,4252,4245,4265,4224
2002-02-25,4271,4305,4305,4240
2002-02-26,4340,4341,4386,4331
2002-02-27,4364,4425,4425,4363
2002-02-28,4396,4463,4482,4383
2002-03-01,4442,4486,4495,4437
2002-03-04,4591,4607,4627,4539
2002-03-05,4608,4581,4621,4567
2002-03-06,4565,4588,4605,4543
2002-03-07,4627,4617,4671,4606
2002-03-08,4628,4629,4657,4597
2002-03-11,4620,4587,4643,4578
2002-03-12,4578,4551,4582,4518
2002-03-13,4552,4524,4602,4524
2002-03-14,4536,4547,4568,4515
2002-03-15,4540,4588,4588,4515
2002-03-18,4627,4626,4653,4602
2002-03-19,4636,4645,4651,4613
2002-03-20,4641,4604,4652,4597
2002-03-21,4583,4580,4622,4569
2002-03-22,4599,4602,4621,4578
2002-03-25,4593,4588,4652,4586
2002-03-26,4581,4628,4646,4565
2002-03-27,4624,4623,4644,4605
2002-03-28,4632,4688,4696,4623
2002-03-29,4632,4688,4696,4623
2002-04-01,4632,4688,4696,4623
2002-04-02,4673,4627,4688,4626
2002-04-03,4619,4632,4644,4583
2002-04-04,4605,4538,4622,4537
2002-04-05,4536,4516,4555,4507
2002-04-08,4504,4432,4512,4416
2002-04-09,4468,4464,4489,4458
2002-04-10,4435,4522,4540,4425
2002-04-11,4539,4442,4548,4442
2002-04-12,4453,4468,4486,4438
2002-04-15,4488,4502,4519,4464
2002-04-16,4523,4599,4602,4520
2002-04-17,4635,4597,4653,4594
2002-04-18,4582,4589,4645,4573
2002-04-19,4563,4606,4616,4552
2002-04-22,4597,4559,4598,4523
2002-04-23,4566,4563,4594,4527
2002-04-24,4557,4528,4586,4515
2002-04-25,4502,4456,4513,4402
2002-04-26,4463,4453,4510,4448
2002-04-29,4432,4430,4446,4392
2002-04-30,4415,4463,4463,4391
2002-05-01,4415,4463,4463,4391
2002-05-02,4475,4422,4495,4422
2002-05-03,4408,4355,4474,4352
2002-05-06,4362,4367,4390,4338
2002-05-07,4324,4296,4343,4240
2002-05-08,4382,4404,4404,4337
2002-05-09,4426,4387,4429,4374
2002-05-10,4365,4330,4392,4324
2002-05-13,4292,4375,4377,4282
2002-05-14,4392,4447,4463,4360
2002-05-15,4478,4471,4493,4439
2002-05-16,4466,4466,4466,4466
2002-05-17,4475,4443,4497,4433
2002-05-20,4455,4401,4468,4388
2002-05-21,4392,4399,4440,4370
2002-05-22,4375,4326,4394,4312
2002-05-23,4340,4342,4369,4314
2002-05-24,4375,4337,4382,4329
2002-05-27,4335,4361,4402,4334
2002-05-28,4380,4340,4419,4332
2002-05-29,4332,4335,4354,4320
2002-05-30,4334,4260,4334,4250
2002-05-31,4265,4275,4301,4251
2002-06-03,4248,4227,4295,4226
2002-06-04,4175,4066,4178,4066
2002-06-05,4108,4080,4124,4068
2002-06-06,4102,4098,4165,4091
2002-06-07,4026,4020,4032,3969
2002-06-10,4055,4025,4077,4001
2002-06-11,4036,4109,4114,4018
2002-06-12,4019,4005,4054,3998
2002-06-13,4042,3957,4059,3935
2002-06-14,3915,3843,3925,3785
2002-06-17,3878,4010,4013,3873
2002-06-18,4010.33,4005,4048,3978
2002-06-19,3933,3936,3958,3906
2002-06-20,3892,3832,3920,3819
2002-06-21,3789,3800,3887,3736
2002-06-24,3799,3669,3824,3664
2002-06-25,3733,3766,3780,3722
2002-06-26,3624,3701,3703,3561
2002-06-27,3765,3743,3802,3710
2002-06-28,3815,3898,3898,3801
2002-07-01,3878.21,3897.37,3973.93,3857.95
2002-07-02,3767.85,3735.66,3841.36,3726.52
2002-07-03,3731.54,3623.33,3776.69,3623.33
2002-07-04,3699.61,3697.13,3715.28,3665
2002-07-05,3739.86,3863.28,3864.54,3734.66
2002-07-08,3828.06,3858.35,3895.66,3820.31
2002-07-09,3839.89,3819.01,3886.43,3756.4
2002-07-10,3746.24,3656.38,3751.09,3656.38
2002-07-11,3575.75,3512.1,3605.46,3512.1
2002-07-12,3606.47,3513.34,3634.56,3459.22
2002-07-15,3504.3,3323.74,3559,3322.79
2002-07-16,3419.59,3317.81,3422.04,3198.34
2002-07-17,3394.58,3440.88,3471.91,3273.72
2002-07-18,3462.23,3513.71,3559.56,3428.6
2002-07-19,3372.34,3324.04,3473.61,3319.38
2002-07-22,3197.9,3149.69,3294.32,3149.69
2002-07-23,3184.71,3070.16,3243.44,3026.73
2002-07-24,3009.38,3023.69,3083.71,2898.6
2002-07-25,3143.55,3149.72,3203.6,3067.89
2002-07-26,3113.86,3172.56,3175.57,3029.48
2002-07-29,3203.83,3395.83,3395.83,3183.93
2002-07-30,3440.38,3379.85,3449.53,3347.75
2002-07-31,3429.45,3415.38,3515.7,3320.15
2002-08-01,3426.94,3240.71,3460.78,3231.66
2002-08-02,3257.66,3245.37,3279.22,3200.04
2002-08-05,3115.38,3115.38,3115.38,3115.38
2002-08-06,3072.04,3284.79,3288.97,3013.8
2002-08-07,3300.52,3270.51,3374.94,3258.02
2002-08-08,3331.82,3388.45,3404.17,3312.13
2002-08-09,3414.85,3447.94,3449.46,3338.82
2002-08-12,3416.68,3364.44,3435,3341.1
2002-08-13,3386.51,3390.23,3402.26,3307.08
2002-08-14,3305.32,3240.81,3338.01,3240.81
2002-08-15,3341.36,3375.01,3392.87,3314.16
2002-08-16,3384.4,3374.09,3402.25,3298.91
2002-08-19,3344.77,3493.01,3493.01,3344.24
2002-08-20,3479.87,3440.62,3506.62,3420
2002-08-21,3446.8,3485.21,3543.25,3441.29
2002-08-22,3567.64,3592.6,3593.17,3517.14
2002-08-23,3547.37,3526.09,3600.42,3515.6
2002-08-26,3505.09,3471.28,3558.83,3471.28
2002-08-27,3498.81,3570.5,3574.39,3477.09
2002-08-28,3522.48,3419.74,3523.46,3410.95
2002-08-29,3402.71,3331.77,3412.38,3309.95
2002-08-30,3367.09,3366.21,3401,3315.52
2002-09-02,3345.64,3272.76,3349.17,3271.6
2002-09-03,3165.08,3126.6,3247.65,3121
2002-09-04,3102.76,3168.7,3177.62,3068.12
2002-09-05,3210.32,3139.39,3214.13,3068.11
2002-09-06,3146.21,3246.67,3246.67,3104.91
2002-09-09,3233.07,3199.82,3233.22,3185.26
2002-09-10,3244.08,3299.64,3306.25,3240.48
2002-09-11,3325.7,3397.02,3402.3,3278.84
2002-09-12,3347.05,3241.84,3365.77,3239.39
2002-09-13,3212.91,3156.17,3217.67,3115.01
2002-09-16,3188.15,3141.95,3195.5,3117.18
2002-09-17,3223.91,3112.83,3248.23,3091.82
2002-09-18,3056.58,3000.98,3069.69,2977.15
2002-09-19,3015.32,2927.18,3034.12,2923.33
2002-09-20,2900.85,2890.82,2975.4,2866.52
2002-09-23,2893.33,2794.31,2950.92,2773.13
2002-09-24,2797,2742.81,2822.01,2666.04
2002-09-25,2707.22,2785.38,2851.21,2702.36
2002-09-26,2846.44,2961.46,2961.46,2835.75
2002-09-27,2944.66,2950.52,2978.94,2918.27
2002-09-30,2846.37,2777.45,2851.77,2725.92
2002-10-01,2789.69,2828.56,2831.19,2750.87
2002-10-02,2914.52,2940.84,2958.92,2860.81
